Window,Size,Feature,Size,Include,other,Sharpe
20,1,True,0.4183074416588965
20,1,False,0.2793429335746856
20,5,True,0.001970612567856043
20,5,False,-0.3571384871145669
20,9,True,0.7244231498887432
20,9,False,0.356124539725068
20,13,True,0.5196672105008787
20,13,False,-0.5175758283167443
20,17,True,0.46950754557323104
20,17,False,-0.39519925126382066
120,1,True,0.16393440403900728
120,1,False,0.3621974212063328
120,25,True,0.649863321759965
120,25,False,0.4813452590469126
120,49,True,0.2327943130616561
120,49,False,-0.13483594251217912
120,73,True,0.01893373581414685
120,73,False,-0.8631457671437897
120,97,True,0.2518192125922907
120,97,False,-0.5779448269048526
220,1,True,1.1245121348098372
220,1,False,0.6079379064289578
220,45,True,0.3893515126809338
220,45,False,3.2553096158714344e-05
220,89,True,0.520864971103561
220,89,False,-0.8091705875496665
220,133,True,-0.0686378616227746
220,133,False,-0.5905318796425928
220,177,True,-0.5941330744917603
220,177,False,-0.09537779240558363
320,1,True,1.1013867149463357
320,1,False,0.5149638136947313
320,65,True,0.5990285235784686
320,65,False,-0.3679809225189313
320,129,True,-0.6701518975957211
320,129,False,-0.4447814674498815
320,193,True,-1.2365182868528524
320,193,False,0.09681602177190594
320,257,True,-0.3114962022388775
320,257,False,0.12565916797707752
420,1,True,0.9737314188988818
420,1,False,0.6205677459310573
420,85,True,-0.23900840118619573
420,85,False,-0.3083095874404663
420,169,True,-1.5272602505373485
420,169,False,-0.325564368512433
